codigo_municipio,codigo_orgao,codigo_unidade,codigo_funcao,codigo_subfuncao,codigo_programa,codigo_elemento_despesa,modalidade_empenho,valor_empenhado,tipo_processo_licitatorio,estado_empenho,codigo_tipo_negociante,situacao_favorecido
50,11,11,12,122,6,2,1,250.0,0,1,1,1
50,11,11,12,122,6,2,2,7200.0,1,1,1,1
50,11,11,12,122,6,2,2,9800.0,1,0,1,1
50,11,11,12,122,6,5,0,1389.36,4,0,1,1
50,11,11,12,361,38,5,0,12464.11,4,0,1,1
50,11,11,12,122,6,2,0,4950.0,4,2,1,1
50,11,11,12,122,6,2,0,3225.0,4,2,1,1
50,11,11,12,361,38,2,0,39990.0,4,0,1,1
50,11,11,12,122,6,2,2,22500.0,1,1,1,1
50,11,11,12,361,16,4,1,13942.81,0,1,1,1
50,11,11,12,122,6,4,1,632.69,0,1,1,1
50,11,11,12,361,16,4,1,12974.19,0,1,1,1
50,11,11,12,122,6,4,1,1461.63,0,1,1,1
50,11,11,12,361,16,1,1,6180.0,0,1,2,0
50,11,11,12,122,6,4,2,655.72,0,1,1,2
50,11,11,12,122,6,4,1,85.34,0,1,1,1
50,11,11,12,122,6,18,1,200.0,0,1,1,1
50,11,11,12,122,6,4,1,9239.81,0,1,1,1
50,11,11,12,363,50,1,1,660.0,0,1,2,0
50,11,11,12,361,16,1,1,1750.0,0,1,2,0
50,11,11,12,361,16,2,2,129.28,0,1,1,1
50,11,11,12,122,6,2,2,21.94,0,1,1,1
50,11,11,12,361,16,2,1,16500.0,0,1,1,1
50,11,11,12,361,16,2,1,14500.0,0,1,1,1
50,11,11,12,122,6,9,1,250.0,0,1,7,0
50,11,11,12,122,6,9,1,150.0,0,1,7,0
50,11,11,12,122,6,9,1,150.0,0,1,7,0
50,11,11,12,122,6,9,1,200.0,0,1,7,0
50,11,11,12,122,6,9,1,70.0,0,1,7,0
50,11,11,12,122,6,9,1,60.0,0,1,7,0
50,11,11,12,122,6,9,1,60.0,0,1,7,0
50,11,11,12,361,16,9,1,60.0,0,1,7,0
50,11,11,12,361,16,9,1,60.0,0,1,7,0
50,11,11,12,361,16,9,1,120.0,0,1,7,0
50,11,11,12,361,16,9,1,60.0,0,1,7,0
50,11,11,12,361,16,9,1,60.0,0,1,7,0
50,11,11,12,361,16,9,1,60.0,0,1,7,0
50,11,11,12,361,16,9,1,120.0,0,1,7,0
50,11,11,12,361,16,9,1,60.0,0,1,7,0
50,11,11,12,361,16,9,1,60.0,0,1,7,0
50,11,11,12,361,16,9,1,60.0,0,1,7,0
51,12,1,12,368,7,20,0,25000.0,0,1,1,1
51,12,1,12,368,7,2,0,10000.0,0,1,1,1
51,12,1,12,368,7,2,0,2000.0,0,0,1,1
51,12,1,12,368,7,2,0,5000.0,0,0,1,3
51,12,1,12,368,7,2,0,15000.0,0,1,1,1
51,12,1,12,368,7,3,0,20000.0,0,0,1,1
51,12,1,12,368,7,8,0,10000.0,0,1,1,1
51,12,1,12,368,7,0,0,160000.0,0,1,6,0
51,12,1,12,368,7,2,0,2000.0,0,0,1,1
51,12,1,12,368,7,15,1,4974.58,0,1,1,1
51,12,1,12,368,7,2,1,1120.0,0,1,1,1
51,12,1,12,368,7,2,2,27000.0,3,1,1,1
51,12,1,12,368,7,9,1,380.0,0,1,7,0
51,12,1,12,368,7,5,2,16957.5,3,0,1,1
51,12,1,12,368,7,2,1,1299.57,0,1,1,1
51,12,1,12,368,7,4,1,244.97,0,1,1,3
51,12,1,12,368,7,4,1,20561.65,0,1,1,1
51,12,1,12,368,7,4,1,30666.08,0,1,1,1
51,12,2,12,361,221,1,1,1168.0,0,1,2,0
51,12,3,12,368,7,2,0,100000.0,0,1,1,1
51,12,3,12,368,7,2,0,20000.0,0,0,1,1
51,12,3,12,361,221,3,0,242000.0,0,0,1,1
51,12,3,12,361,221,3,0,500000.0,0,0,1,1
51,12,3,12,361,221,8,0,100000.0,0,1,1,1
51,12,3,12,361,221,8,0,200000.0,0,1,1,1
51,12,3,12,361,221,2,0,1500.0,0,1,1,1
51,12,3,12,368,7,2,0,3000.0,0,0,1,1
51,12,3,12,361,221,2,0,3000.0,0,0,1,1
51,12,3,12,361,221,2,0,3000.0,0,0,1,1
51,12,3,12,361,221,2,0,3000.0,0,0,1,1
51,12,3,12,361,221,7,0,300000.0,0,1,6,0
51,12,3,12,365,221,0,0,800000.0,0,1,6,0
51,12,3,12,365,221,7,0,130000.0,0,1,6,0
51,12,3,12,361,221,0,0,2000000.0,0,1,6,0
51,12,3,12,361,221,7,0,25000.0,0,1,6,0
51,12,3,12,361,221,0,0,6500000.0,0,1,6,0
51,12,3,12,361,226,5,2,39717.5,3,0,1,1
51,12,3,12,361,226,1,2,12599.55,3,1,2,0
51,12,4,13,122,7,1,1,2200.0,0,1,2,0
51,12,4,13,122,7,1,1,715.0,0,1,2,0
51,12,3,12,368,7,2,1,200000.0,0,0,1,1
51,12,3,12,365,221,2,0,5000.0,0,0,1,1
51,12,3,12,361,221,2,0,10000.0,0,2,1,1
51,12,3,12,368,7,2,2,14800.0,3,1,1,1
51,12,3,12,368,7,2,0,15000.0,0,2,1,1
51,12,3,12,365,221,2,0,3000.0,0,2,1,1
51,12,3,12,361,221,2,0,20000.0,0,1,1,1
51,12,3,12,368,7,2,0,1000.0,0,2,1,1
51,12,3,12,365,221,2,0,500.0,0,0,1,1
51,12,3,12,365,221,2,0,500.0,0,0,1,1
51,12,3,12,368,7,2,0,1500.0,0,0,1,1
51,12,3,12,361,221,2,0,1500.0,0,0,1,1
51,12,3,12,361,221,2,0,2000.0,0,0,1,1
51,12,3,12,361,221,2,0,1000.0,0,0,1,1
51,12,3,12,361,221,2,0,2000.0,0,0,1,1
51,12,3,12,361,221,2,0,1000.0,0,1,1,1
51,12,3,12,365,221,20,0,1000.0,0,2,1,1
51,12,3,12,368,7,2,2,4800.0,1,1,1,1
51,12,3,12,361,221,2,0,7000.0,0,0,1,1
51,12,3,12,365,221,2,0,1000.0,0,1,1,1
51,12,3,12,361,226,2,2,30720.0,1,0,1,1
51,12,3,12,368,7,2,2,12000.0,1,2,1,1
51,12,3,12,368,7,2,0,4000.0,0,0,1,1
51,12,3,12,361,221,3,0,250000.0,0,0,1,1
51,12,3,12,361,221,3,0,100000.0,0,1,1,1
51,12,3,12,361,221,8,0,300000.0,0,1,1,1
51,12,3,12,361,221,8,0,1200000.0,0,0,1,1
51,12,3,12,361,221,7,0,300000.0,0,0,6,0
51,12,3,12,361,221,7,0,2000000.0,0,1,6,0
51,12,3,12,365,221,7,0,800000.0,0,1,6,0
51,12,3,12,361,221,0,0,1500000.0,0,0,6,0
51,12,3,12,365,221,0,0,1000000.0,0,0,6,0
51,12,3,12,361,221,0,0,6500000.0,0,1,6,0
51,12,3,12,368,7,2,0,1000.0,0,0,1,1
51,12,3,12,368,7,5,2,134623.6,1,0,1,1
51,12,3,12,361,226,5,2,699220.6,1,0,1,1
51,12,3,12,361,226,5,2,11199.99,4,1,1,1
51,12,3,12,361,221,1,1,540.0,0,1,2,0
51,12,3,12,361,221,1,1,104.0,0,1,2,0
51,12,3,12,368,7,1,1,863.0,0,1,2,0
51,12,4,13,122,7,20,0,4000.0,0,0,1,1
51,12,4,13,392,243,2,1,20490.0,1,1,1,1
51,12,4,13,392,243,2,1,21500.0,3,1,1,1
51,12,4,13,122,7,1,1,990.0,0,1,2,0
51,12,4,13,392,243,2,1,22446.0,1,1,1,1
51,12,4,13,392,243,2,1,8300.0,3,1,1,1
51,12,4,13,392,243,2,1,34000.0,1,1,1,1
51,12,4,13,122,7,5,1,140.0,0,1,1,1
51,12,4,13,122,7,5,1,5648.0,0,1,1,1
51,12,4,13,122,7,1,1,3210.0,0,1,2,0
51,12,4,13,122,7,1,1,180.0,0,1,2,0
51,12,4,13,122,7,1,1,180.0,0,1,2,0
51,12,4,13,122,7,1,1,180.0,0,1,2,0
51,12,4,13,122,7,1,1,180.0,0,1,2,0
51,12,4,13,122,7,1,1,180.0,0,1,2,0
51,12,4,13,122,7,1,1,180.0,0,1,2,0
51,12,1,12,368,7,2,1,137.6,0,1,1,1
51,12,1,12,368,7,2,1,67.84,0,1,1,1
51,12,1,12,368,7,2,0,30000.0,0,1,1,1
51,12,1,12,368,7,2,2,20000.0,1,1,1,1
51,12,1,12,368,7,2,0,3000.0,0,0,1,1
51,12,1,12,368,7,2,0,5000.0,0,0,1,3
51,12,1,12,368,7,20,0,15000.0,0,0,1,1
51,12,1,12,368,7,2,2,3600.0,1,1,1,1
51,12,1,12,368,7,2,2,84117.2,1,0,1,1
51,12,1,12,368,7,4,1,1184.77,0,1,1,1
51,12,1,12,368,7,20,0,130000.0,0,1,1,1
51,12,1,12,368,7,1,1,418.0,0,1,2,0
51,12,1,12,368,7,2,0,5000.0,0,1,1,1
51,12,1,12,368,7,2,0,30000.0,0,1,1,1
51,12,1,12,368,7,3,0,10000.0,0,1,1,1
51,12,1,12,368,7,2,0,700.0,0,0,1,1
51,12,1,12,368,7,8,0,72000.0,0,0,1,1
51,12,1,12,368,7,7,0,20000.0,0,0,6,0
51,12,1,12,368,7,0,0,500000.0,0,1,6,0
51,12,1,12,368,7,2,0,1000.0,0,0,1,1
51,12,1,12,368,7,2,2,12900.0,1,1,1,1
51,12,1,12,368,7,5,2,13040.8,1,0,1,1
51,12,4,13,122,7,1,1,180.0,0,1,2,0
51,12,4,13,122,7,1,1,180.0,0,1,2,0
51,12,1,12,368,7,2,2,27600.0,1,1,1,1
51,12,1,12,368,7,2,1,1492.75,0,1,1,1
51,12,1,12,368,7,2,1,1000.0,0,1,1,1
51,12,1,12,368,7,5,1,280.0,0,1,1,1
51,12,1,12,368,7,2,2,2040.0,1,0,1,1
51,12,2,12,364,221,2,2,15200.0,1,1,1,1
51,9,1,12,122,2005,20,0,190000.0,0,1,1,1
51,9,1,12,361,3602,2,1,1682.0,1,1,1,1
51,9,1,12,361,3602,2,1,2842.0,1,1,1,1
51,9,1,12,361,3602,2,1,1740.0,1,1,1,1
51,9,1,12,361,3602,2,1,2030.0,1,1,1,1
51,9,1,12,361,3602,2,1,1566.0,1,1,1,1
51,9,1,12,361,3602,2,1,1740.0,1,1,1,1
51,9,1,12,361,3602,2,1,1624.0,1,1,1,1
51,9,1,12,122,3100,2,2,6313.0,1,0,1,1
51,9,1,12,122,3100,2,2,1920.0,1,1,1,1
51,9,1,12,361,3600,2,2,11100.0,3,1,1,1
51,9,1,12,122,3100,2,2,12900.0,1,1,1,1
51,9,1,12,122,3100,2,2,3400.0,1,1,1,1
51,9,1,12,365,3610,2,0,3000.0,0,0,1,1
51,9,1,12,122,3100,2,0,3000.0,0,0,1,3
51,9,1,12,122,3100,2,0,3000.0,0,0,1,1
51,9,1,12,361,3600,2,0,15000.0,0,0,1,1
51,9,1,12,122,2004,4,1,184.64,0,1,1,1
51,9,1,12,122,2004,4,1,63.86,0,1,1,1
51,9,1,12,122,2004,4,1,39.0,0,1,1,1
51,9,1,12,122,2004,4,1,10.0,0,1,1,1
51,9,1,12,122,2004,4,1,35.0,0,1,1,1
51,9,1,12,361,3600,2,0,1500.0,0,1,1,1
51,9,1,12,361,3600,2,0,5000.0,0,1,1,1
51,9,1,12,365,3610,2,0,1000.0,0,0,1,1
51,9,1,12,122,3100,2,0,1000.0,0,0,1,1
51,9,1,12,122,3100,2,0,1000.0,0,0,1,1
51,9,1,12,122,3100,2,0,300.0,0,0,1,1
51,9,1,12,122,3100,2,0,150.0,0,0,1,1
51,9,1,12,361,3600,2,0,150000.0,0,1,1,1
51,9,1,12,122,3100,0,0,200000.0,0,0,6,0
51,9,1,12,361,3600,0,0,1000000.0,0,1,6,0
51,9,1,12,365,3610,0,0,1000000.0,0,0,6,0
51,9,1,12,361,3600,0,0,4900000.0,0,1,6,0
51,9,1,12,361,3600,2,0,24000.0,0,0,1,1
51,9,1,12,122,3100,2,0,2000.0,0,0,1,1
51,9,1,12,361,3600,7,0,2000000.0,0,0,6,0
51,9,1,12,365,3610,7,0,500000.0,0,0,6,0
51,9,1,12,361,3600,7,0,500000.0,0,1,6,0
51,9,1,12,122,3100,7,0,25000.0,0,0,6,0
51,9,1,12,122,3100,46,2,25958.47,1,0,1,1
51,9,1,12,361,3600,2,0,2000.0,0,0,1,1
51,9,1,12,365,3610,2,0,500.0,0,0,1,1
51,9,1,12,361,3600,2,0,1000.0,0,0,1,1
51,9,1,12,122,3100,2,1,6000.0,0,1,1,1
51,9,1,12,122,3100,2,1,5000.0,0,1,1,1
51,9,1,12,122,3100,2,2,20000.0,1,1,1,1
51,9,1,12,122,3100,2,2,600.0,1,1,1,1
51,9,1,12,361,3600,2,2,800.0,1,1,1,1
51,9,1,12,122,2001,20,0,10000.0,0,0,1,1
51,9,1,12,122,3100,2,0,30000.0,0,1,1,1
51,9,1,12,122,2001,3,0,230000.0,0,1,1,1
51,9,1,12,122,2004,4,1,117.47,0,1,1,1
51,9,1,12,122,3100,2,0,2000.0,0,0,1,1
51,9,1,12,122,2005,20,0,10000.0,0,0,1,1
51,9,1,12,122,3100,2,2,25820.1,1,1,1,1
51,9,1,12,122,3100,5,2,6975.0,1,0,1,1
51,9,1,12,361,3602,5,2,409195.0,1,0,1,1
51,9,1,12,361,3600,5,2,91405.0,1,0,1,1
51,9,1,12,122,2001,8,0,100000.0,0,0,1,1
51,9,1,12,122,2001,8,0,500000.0,0,0,1,1
51,9,1,12,122,2001,8,0,1000000.0,0,0,1,1
51,9,1,12,361,3600,1,1,960.0,0,1,2,0
51,9,1,12,361,3600,1,1,850.0,0,1,2,0
51,9,1,12,122,3100,2,1,6517.19,0,1,1,1
51,9,1,12,122,3100,2,2,23277.47,1,1,1,1
51,9,1,12,122,3100,2,1,5250.0,1,1,1,1
51,9,1,12,122,3100,2,1,2325.25,0,1,1,1
51,9,1,12,122,3100,2,1,16.15,0,1,1,1
51,9,1,12,122,2004,4,1,22.3,0,1,1,1
51,9,1,12,122,3100,2,1,1200.0,1,1,1,1
51,9,1,12,361,3600,1,1,840.0,0,1,2,0
51,9,1,12,122,2004,4,2,1658.01,0,1,1,1
51,9,1,12,122,2004,4,1,268.26,0,1,1,3
51,9,1,12,122,2004,4,1,76.2,0,1,1,1
51,9,1,12,122,2004,4,1,111.0,0,1,1,1
51,9,1,12,122,3100,46,1,15200.0,1,1,1,1
51,9,1,12,122,3100,2,1,1216.0,1,1,1,1
51,9,1,12,361,3600,2,1,1200.0,1,1,1,1
51,9,1,12,122,2004,4,1,18958.1,0,1,1,1
51,9,1,12,122,2004,4,1,290.0,0,1,1,1
51,9,1,12,122,2004,4,1,24.7,0,1,1,1
51,9,1,12,122,2004,4,1,21548.97,0,1,1,1
51,9,1,12,122,2004,4,1,41.0,0,1,1,1
51,9,2,13,122,3100,2,0,30000.0,0,1,1,1
51,9,2,13,392,3701,5,1,3750.0,0,1,1,1
51,9,2,13,392,3701,2,1,6758.0,1,1,1,1
51,9,2,13,392,3701,2,1,10000.0,1,1,1,1
51,9,2,13,392,3701,2,1,7320.0,1,1,1,1
51,9,2,13,392,3701,2,1,4960.0,1,1,1,1
51,9,2,13,392,3701,2,1,5300.0,1,1,1,1
51,9,2,13,122,3100,1,1,800.0,0,1,2,0
51,9,2,13,122,3100,0,0,150000.0,0,0,6,0
51,9,2,13,122,3100,7,0,10000.0,0,1,6,0
51,9,2,28,846,2001,3,0,10000.0,0,0,1,1
51,9,2,13,122,3100,2,0,500.0,0,0,1,1
51,9,2,13,122,3100,2,0,1500.0,0,1,1,1
51,9,2,28,846,2001,8,0,15000.0,0,0,1,1
51,9,2,28,846,2001,20,0,1000.0,0,0,1,1
51,9,2,13,392,3701,2,1,80000.0,2,1,1,1
51,9,2,13,392,3701,2,1,1500.0,1,1,1,1
51,9,2,13,392,3701,2,2,12000.0,1,1,1,1
51,9,2,13,392,3701,2,2,78000.0,1,1,1,1
51,9,2,13,392,3701,2,2,64500.0,1,1,1,1
51,9,1,12,361,3600,2,0,100000.0,0,0,1,1
51,9,1,12,365,3600,2,0,5000.0,0,0,1,1
51,9,1,12,122,3100,2,0,30000.0,0,0,1,1
51,9,1,12,122,3100,23,0,5000.0,0,0,1,3
51,9,1,12,122,3100,0,0,350000.0,0,0,6,0
51,9,1,12,361,3600,0,0,1900000.0,0,0,6,0
51,9,1,12,361,3600,0,0,6000000.0,0,0,6,0
51,9,1,12,365,3600,0,0,1250000.0,0,0,6,0
51,9,1,12,122,3100,7,0,25000.0,0,1,6,0
51,9,1,12,361,3600,7,0,500000.0,0,1,6,0
51,9,1,12,361,3600,7,0,3000000.0,0,1,6,0
51,9,1,12,365,3600,7,0,700000.0,0,0,6,0
51,9,1,12,122,2001,3,0,420000.0,0,0,1,1
51,9,1,12,122,2001,3,0,120000.0,0,0,1,1
51,9,1,12,122,2001,3,0,30000.0,0,0,1,1
51,9,1,12,122,3100,2,0,40000.0,0,0,1,1
51,9,1,12,122,3100,2,2,25820.1,1,1,1,1
51,9,1,12,122,3100,19,2,22000.0,1,1,1,1
51,9,1,12,122,3100,2,2,15848.0,1,0,1,1
51,9,1,12,122,3100,2,2,7350.0,1,1,1,1
51,9,1,12,361,3600,2,0,500.0,0,0,1,1
51,9,1,12,122,2002,25,2,16551.36,0,1,2,0
51,9,1,12,361,3600,2,0,2000.0,0,1,1,1
51,9,1,12,361,3600,2,0,30000.0,0,0,1,1
51,9,1,12,122,3100,2,0,2000.0,0,0,1,1
51,9,1,12,361,3600,2,2,2354.0,1,0,1,1
51,9,1,12,122,3100,2,2,332.0,1,2,1,1
51,9,1,12,361,3602,2,2,65468.0,1,0,1,1
51,9,1,12,361,3600,2,0,200.0,0,1,1,1
51,9,1,12,361,3600,2,0,500.0,0,1,1,1
51,9,1,12,122,3100,46,2,28000.0,1,1,1,1
51,9,1,12,122,3100,2,2,20000.0,1,1,1,1
51,9,1,12,122,3100,23,2,1920.0,1,1,1,1
51,9,1,12,122,3100,19,2,12900.0,1,1,1,1
51,9,1,12,122,3100,23,2,600.0,1,1,1,1
51,9,1,12,361,3600,2,2,800.0,1,1,1,1
51,9,1,12,122,2001,8,0,700000.0,0,0,1,1
51,9,1,12,122,2001,8,0,415000.0,0,0,1,1
51,9,1,12,122,2001,8,0,50000.0,0,0,1,1
51,9,1,12,122,3100,2,0,1000.0,0,0,1,1
51,9,1,12,122,3100,46,2,32284.8,1,0,1,1
51,9,1,12,122,2001,20,0,5000.0,0,0,1,1
51,9,1,12,122,2004,20,0,200000.0,0,0,1,1
51,9,1,12,122,3100,2,1,157.14,0,1,1,1
51,9,1,12,122,3100,2,1,16.15,0,1,1,1
51,9,1,12,122,3100,2,1,580.0,0,1,1,3
51,9,1,12,361,3602,1,2,6475.0,0,1,2,0
51,9,1,12,361,3600,1,2,7570.0,0,1,2,0
51,9,1,12,361,3602,5,2,352945.0,1,0,1,1
51,9,1,12,361,3600,5,2,119682.0,1,0,1,1
51,9,1,12,122,3100,5,2,9580.0,1,0,1,1
51,9,1,12,122,3100,2,2,597.6,4,2,1,1
51,9,1,12,361,3602,2,2,43758.0,4,0,1,1
51,9,1,12,122,3100,2,2,19780.0,1,1,1,1
51,9,1,12,122,3100,2,1,3100.0,1,1,1,1
51,9,1,12,122,3100,2,1,4621.5,1,1,1,1
51,9,1,12,122,3100,9,1,60.0,0,1,7,0
51,9,1,12,122,2003,4,1,20.0,0,1,1,1
51,9,1,12,122,2003,4,1,22.13,0,1,1,1
51,9,1,12,122,2003,4,1,38.07,0,1,1,1
51,9,1,12,122,2003,4,1,192.0,0,1,1,1
51,9,1,12,122,2003,4,1,1598.21,0,1,1,1
51,9,1,12,122,2003,4,1,503.32,0,1,1,1
51,9,1,12,122,2003,4,1,85.0,0,1,1,1
51,9,1,12,361,3602,46,2,20250.0,1,0,1,1
51,9,1,12,122,3100,2,1,88.78,0,1,1,1
51,9,1,12,122,3100,9,1,380.0,0,1,7,0
51,9,1,12,122,2003,4,1,3267.39,0,1,1,1
51,9,1,12,122,2003,4,1,23802.06,0,1,1,1
51,9,1,12,122,3100,9,1,60.0,0,1,7,0
51,9,1,12,361,604,16,2,420760.28,1,1,1,1
51,9,1,12,122,2003,4,1,29.0,0,2,1,1
51,9,1,12,122,2003,4,1,647.0,0,1,1,1
51,9,1,12,122,3100,2,1,1180.0,0,1,1,1
51,9,2,13,392,3701,5,1,4900.0,0,1,1,1
51,9,2,13,392,3701,2,2,51303.38,1,1,1,1
51,9,2,13,392,3701,1,1,150.0,0,1,2,0
51,9,2,13,392,3701,1,1,150.0,0,1,2,0
51,9,2,13,392,3701,1,1,150.0,0,1,2,0
51,9,2,13,392,3701,1,1,150.0,0,1,2,0
51,9,2,13,392,3701,1,1,150.0,0,1,2,0
51,9,2,13,392,3701,1,1,150.0,0,1,2,0
52,8,1,27,122,5,7,0,19000.0,0,1,6,0
52,8,1,27,122,5,0,0,139000.0,0,0,6,0
52,8,1,27,122,5,3,0,3998.0,0,1,1,1
52,8,1,27,122,5,2,0,1200.0,0,0,1,1
52,8,1,27,122,5,2,0,500.0,0,0,1,1
52,8,1,27,122,5,2,2,6300.0,1,1,1,1
52,8,1,27,122,5,32,0,1100.0,0,0,1,1
52,8,1,27,122,5,1,2,4200.0,3,1,2,0
52,2,1,4,122,6,7,0,29998.0,0,0,6,0
52,2,1,4,122,6,0,0,599998.0,0,1,6,0
52,2,1,13,391,18,7,0,4998.0,0,1,6,0
52,2,1,13,391,18,0,0,44998.0,0,1,6,0
52,2,1,4,122,6,2,2,10400.0,1,1,1,1
52,2,1,4,122,6,2,2,60000.0,1,1,1,1
52,2,1,4,122,6,2,0,32050.0,4,0,1,1
52,2,1,4,122,6,32,0,3000.0,0,0,1,1
52,2,1,4,122,6,2,2,14800.0,1,1,1,1
52,2,1,4,122,6,2,0,1000.0,0,0,1,1
52,2,1,4,122,6,2,0,1000.0,0,1,1,1
52,2,1,4,122,6,13,2,8400.0,0,1,1,1
52,2,1,4,122,6,13,2,9360.0,0,1,1,1
52,2,1,4,122,6,13,2,598.0,0,1,1,1
52,2,1,13,391,18,2,0,1200.0,0,0,1,1
52,2,1,4,122,6,3,0,29998.0,0,1,1,1
52,2,1,4,122,6,1,2,4200.0,3,1,2,0
52,2,1,4,122,6,1,2,3600.0,3,1,2,0
52,2,1,4,122,6,1,2,3600.0,3,1,2,0
52,2,1,4,122,6,9,1,650.0,0,1,7,0
52,2,1,4,122,6,2,2,3600.0,0,1,1,1
52,2,1,4,122,6,9,1,200.0,0,1,7,0
52,2,1,4,122,6,9,1,650.0,0,1,7,0
52,2,1,4,122,6,5,2,518.9,4,1,1,1
52,2,1,4,122,6,11,2,4630.0,4,1,1,1
52,2,1,4,122,6,5,2,592.42,4,1,1,1
52,2,1,4,122,6,5,2,1516.4,4,1,1,1
52,2,2,13,391,18,7,0,9998.0,0,2,6,0
52,2,2,13,391,18,0,0,34998.0,0,2,6,0
52,2,1,4,122,6,7,0,18000.0,0,1,6,0
52,2,1,4,122,6,0,0,677000.0,0,0,6,0
52,2,1,13,391,18,7,0,8000.0,0,2,6,0
52,2,1,13,391,18,0,0,126000.0,0,0,6,0
52,2,1,4,122,6,3,0,32000.0,0,1,1,1
52,2,1,13,391,18,3,0,9998.0,0,2,1,1
52,2,1,4,122,6,2,0,6000.0,0,1,1,1
52,2,1,4,122,6,32,0,3000.0,0,0,1,1
52,2,1,4,122,6,1,2,4200.0,3,1,2,0
52,2,1,4,122,6,1,2,3600.0,3,1,2,0
52,2,1,4,122,6,13,2,8400.0,0,1,1,1
52,2,1,13,391,18,2,0,650.0,0,0,1,1
52,2,1,4,122,6,2,0,800.0,0,0,1,1
52,2,1,4,122,6,2,2,2100.0,1,1,1,1
52,2,1,4,122,6,2,2,14800.0,1,1,1,1
52,2,1,4,122,6,13,2,615.0,0,1,1,1
52,2,1,4,122,6,13,2,9360.0,0,1,1,1
52,2,1,4,122,6,2,1,1484.5,0,1,1,1
52,2,1,4,122,6,2,2,4200.0,3,1,1,1
52,2,1,27,812,29,16,2,48902.36,1,1,1,1
52,2,1,27,812,29,16,2,66418.5,1,1,1,1
52,2,1,4,122,6,2,0,33210.0,4,0,1,1
52,2,1,4,122,6,5,0,16160.0,1,1,1,1
52,2,1,4,122,6,9,1,650.0,0,1,7,0
52,2,1,4,122,6,2,2,61600.0,1,1,1,1
52,2,2,13,391,18,7,0,9998.0,0,2,6,0
52,2,2,13,391,18,0,0,34998.0,0,2,6,0
52,2,2,13,391,18,3,0,9998.0,0,2,1,1
52,2,1,4,122,6,7,0,28898.0,0,1,6,0
52,2,1,4,122,6,0,0,523000.0,0,0,6,0
52,2,1,13,391,18,0,0,102898.0,0,0,6,0
52,2,1,4,122,6,1,2,4200.0,3,1,2,0
52,2,1,4,122,6,1,2,3600.0,3,1,2,0
52,2,1,4,122,6,2,2,33240.0,4,0,1,1
52,2,1,13,391,18,2,0,1000.0,0,2,1,1
52,2,1,4,122,6,13,2,8400.0,0,1,1,1
52,2,1,4,122,6,13,2,9360.0,0,1,1,1
52,2,1,4,122,6,13,2,7944.0,0,0,1,1
52,2,1,4,122,6,2,0,10000.0,0,1,1,1
52,2,1,4,122,6,32,0,2598.0,0,1,1,1
52,2,1,4,122,6,2,2,7000.0,0,0,1,1
52,2,1,4,122,6,3,0,83198.0,0,0,1,1
52,2,1,4,122,6,2,2,6540.0,1,1,1,1
52,2,1,4,122,6,2,2,1000.0,1,1,1,1
52,2,1,4,122,6,2,2,5600.0,1,1,1,1
52,2,1,4,122,6,5,2,2904.2,4,0,1,1
52,2,1,4,122,6,2,2,10181.76,4,2,1,1
52,2,1,4,122,6,2,2,2116.65,4,1,1,1
52,2,1,4,122,6,5,0,21840.0,1,1,1,1
52,2,1,4,122,6,9,1,300.0,0,1,7,0
52,2,1,4,122,6,9,1,650.0,0,1,7,0
52,2,1,4,122,6,1,2,6000.0,0,0,2,0
52,2,1,4,122,6,5,2,747.44,4,1,1,1
52,2,1,4,122,6,2,1,251.75,0,1,1,1
52,2,2,13,391,18,0,0,19998.0,0,1,6,0
52,2,2,13,391,18,2,0,500.0,0,0,1,1
52,2,2,13,391,18,3,0,9998.0,0,0,1,1
53,10,1,13,392,1303,3,0,6000.0,0,1,1,1
53,10,1,13,392,1303,0,0,35000.0,0,1,6,0
53,10,1,13,392,1303,5,1,6090.0,0,1,1,1
53,10,1,13,392,1303,0,0,40000.0,0,1,6,0
53,10,1,13,392,1303,2,0,2000.0,0,0,1,1
53,10,1,13,392,1303,3,0,6000.0,0,1,1,1
53,10,1,13,392,1303,5,1,7190.0,0,1,1,1
53,10,1,13,392,1303,2,1,22500.0,1,1,1,1
53,10,1,13,392,1303,2,1,1250.0,0,1,1,1
54,15,1,4,122,113,2,0,15000.0,0,0,1,1
54,15,1,4,122,113,2,0,5000.0,0,0,1,3
54,15,1,4,122,113,2,2,7417.6,1,1,1,1
54,15,1,4,122,113,2,2,8880.0,1,1,1,1
54,15,1,4,122,113,2,2,1427.58,1,1,1,1
54,15,1,4,122,113,2,2,15402.0,1,1,1,1
54,15,1,4,122,113,2,2,9000.0,1,1,1,1
54,15,1,4,122,113,2,0,18130.0,1,0,1,1
54,15,1,4,122,113,3,0,240000.0,0,0,1,1
54,15,1,4,122,113,2,0,25000.0,0,0,1,1
54,15,1,4,122,113,2,2,46200.0,1,0,1,1
54,15,1,4,122,113,2,2,27342.84,1,1,1,1
54,15,1,4,122,113,8,0,39000.0,0,0,1,1
54,15,1,4,122,113,4,1,401.28,0,1,1,1
54,15,1,4,122,113,7,0,35000.0,0,0,6,0
54,15,1,4,122,113,0,0,1092000.0,0,0,6,0
54,15,1,4,122,113,2,0,2000.0,0,2,1,1
54,15,1,4,122,113,5,1,3000.0,0,1,2,0
54,15,1,4,122,113,0,2,2000.0,0,1,6,0
